id,x,y
4735,1856.658601947073,2004.1446945167581
4733,4183.6339930658805,1846.8955794812412
4730,3591.1251754510604,651.8781436222678
4725,1496.6765014710863,1660.2113329092563
4724,678.6281336549112,2388.1172288991506
4723,4309.320433696973,1360.7167172760678
4721,2565.778601514106,2415.4896042194982
4720,984.4731785053211,3262.659722489499
4719,4484.033292008797,3198.750383971461
4716,3205.228242057583,4372.04251695355
4715,845.2561904433571,1025.4212959548174
4713,4006.5775650330893,1111.095353707642
4712,1887.3161125233455,4471.198274143882
4711,2465.3242816333386,2469.7989471349097
4709,2697.0583818523187,4359.836012566545
4708,4133.152683746694,2818.6724040955896
4706,1857.627087882678,4383.001497346354
4703,2951.634150904308,350.6089777613761
4700,2401.913333273327,1339.9222990631954
4698,181.8045128481067,2124.738426093748
4697,2111.3139386825674,3113.96111212482
4696,1414.9334470952192,3587.332338199213
4695,4405.162868663805,1456.9758513931365
4694,3206.7666882386493,1169.9671147748136
4693,779.558184079634,1469.5806775168526
4690,4358.061460849251,4102.725796072673
4689,3730.8915439856887,791.4865346328095
4688,2811.6579428534837,3979.21922924681
4687,1164.8763590560804,2174.9884918682596
4686,3878.385634722557,907.9131015776084
4685,4426.945257738588,3606.898336137864
4684,2938.183661183597,1415.0966519092644
4683,2665.709063031521,500.74113548095033
4682,555.4542721057614,1669.2453749904016
4681,2012.3996137506779,4783.891735718322
4680,863.8671352446481,775.2386390010215
4679,1906.7492299294372,4627.704682399799
4678,2235.952394694894,3435.5022772692687
4677,387.750377685647,2501.8164227062207
4674,3401.1233887001235,3451.645882170039
4673,2192.879087591453,3166.321628371298
4672,3099.683464783676,3870.0926366006533
4671,2090.5806927858184,2549.001169717433
4668,982.9868548649683,1628.6316210196544
4667,852.8157762985309,3911.631182566439
4666,1726.0423848557666,3843.996213745194
4665,1854.8254167712616,2397.992887933475
4659,1951.2918835461405,1616.644310689835
4658,988.4875632437615,3962.289191197185
4657,523.6749922121307,3414.42423933993
4656,2188.0284997447425,2662.4134076130313
4655,3745.220324883865,1946.6728712648119
4654,615.9275846445869,2011.6267181751145
4653,628.9813943352005,3168.371078500038
